"price","dateSold","address","suburb","state","beds","baths","parking","propertyType","landSize","yearSold","monthSold"
845000,2016-07-28,"2/36 Ewart Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"SemiDetached",0,"2016","07"
245000,2016-07-12,"57/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2016","07"
1030000,2016-08-07,"6 Brake Street BURLEIGH HEADS","burleigh heads","QLD",6,4,4,"House",0,"2016","08"
708000,2016-07-27,"43 Ladds Ridge Road BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",1705,"2016","07"
610000,2016-08-02,"120 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2016","08"
585000,2016-08-01,"5 Quoll Close BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",641,"2016","08"
1205000,2016-07-28,"4 Deodar Drive BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",539,"2016","07"
840000,2016-03-20,"47 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",5,3,2,"House",0,"2016","03"
999000,2016-03-13,"1808 Lower Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",4,2,5,"House",0,"2016","03"
320000,2016-03-15,"99/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2016","03"
605000,2016-05-16,"34 Bunyip Street BURLEIGH HEADS","burleigh heads","QLD",5,2,1,"House",647,"2016","05"
515000,2016-05-11,"22 Bunyip Street BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",647,"2016","05"
606000,2016-04-07,"177 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",463,"2016","04"
770000,2016-03-10,"4/14 Wairoo Street BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",0,"2016","03"
235000,2016-03-23,"29/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2016","03"
530000,2016-03-22,"11 Sharscay Close BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",758,"2016","03"
612500,2016-05-16,"116 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",0,"2016","05"
540000,2016-03-14,"7 Harpullia Rise BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",645,"2016","03"
376500,2016-03-14,"2/6 Burleigh Glen Court BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2016","03"
620000,2016-04-17,"35 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",4,2,6,"House",0,"2016","04"
846000,2016-03-20,"13 Acanthus Avenue BURLEIGH HEADS","burleigh heads","QLD",2,2,2,"House",539,"2016","03"
212000,2016-03-30,"47/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2016","03"
8e+05,2016-05-17,"19 Tawarri Crescent BURLEIGH HEADS","burleigh heads","QLD",3,1,3,"House",0,"2016","05"
427000,2016-05-15,"1/16 Burleigh Street BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2016","05"
590000,2016-05-02,"12 Glauca St BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",686,"2016","05"
940000,2016-05-08,"1856 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2016","05"
877000,2016-04-26,"16 Diana Avenue BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",549,"2016","04"
220000,2016-02-08,"102/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2016","02"
188000,2015-12-20,"35/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","12"
1050000,2016-01-17,"6 Penguin Parade BURLEIGH HEADS","burleigh heads","QLD",6,4,2,"House",842,"2016","01"
715000,2016-01-04,"1/10 Anzac Parade BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"SemiDetached",0,"2016","01"
560000,2015-12-30,"2 Royal View Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",587,"2015","12"
1294000,2016-02-07,"13 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",0,"2016","02"
550000,2015-12-20,"27 Matilda Street BURLEIGH HEADS","burleigh heads","QLD",3,1,5,"House",0,"2015","12"
635000,2015-12-16,"10 Arbury Hill Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","12"
1e+06,2016-01-10,"49 Julia Street BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2016","01"
555000,2016-01-20,"23 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2016","01"
535000,2016-02-18,"11 Sirec Way BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2016","02"
570000,2016-02-15,"1 Euodia Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",667,"2016","02"
745000,2016-01-14,"1/4 Cedar Court BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"House",95,"2016","01"
702000,2016-01-22,"15 Tabilban Street BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",519,"2016","01"
8e+05,2016-02-07,"4 Keith Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",607,"2016","02"
905000,2016-02-26,"30 Ewart Street BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"House",0,"2016","02"
665000,2016-02-25,"1/19 Cedar Court BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",0,"2016","02"
660000,2016-03-05,"2/19 Cedar Court BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"Duplex",0,"2016","03"
635000,2016-02-28,"1/5 Stephens Street BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"Duplex",0,"2016","02"
517000,2016-03-07,"28/202 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"House",0,"2016","03"
1040000,2015-11-18,"91 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","11"
255000,2015-10-13,"178/325 Reedy Creek Rd BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","10"
815000,2015-10-27,"5 Pindari Avenue BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",405,"2015","10"
499000,2015-10-16,"42 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",0,"2015","10"
710000,2015-10-18,"79-81 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","10"
710000,2015-10-14,"10 Timbertop Mead BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",941,"2015","10"
1115000,2015-11-10,"15 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","11"
720000,2015-11-24,"96 Acanthus Avenue BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","11"
601000,2015-11-18,"2 Sharscay Close BURLEIGH HEADS","burleigh heads","QLD",4,2,4,"House",755,"2015","11"
880000,2015-11-25,"74 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","11"
855000,2015-11-12,"9 Vantage Point Drive BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2015","11"
217000,2015-11-13,"117/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","11"
230000,2015-11-12,"4/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",0,"2015","11"
490000,2015-11-14,"42 Ladds Ridge Road BURLEIGH HEADS","burleigh heads","QLD",4,1,2,"House",1028,"2015","11"
515000,2015-10-27,"17 Orchna Street BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",640,"2015","10"
540000,2015-11-07,"26 Sirec Way BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","11"
335000,2015-11-15,"14/18 Tallebudgera Creek Rd BURLEIGH HEADS","burleigh heads","QLD",2,2,4,"Villa",0,"2015","11"
235000,2015-11-15,"96/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","11"
550000,2015-11-25,"4 Arbury Hill Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",607,"2015","11"
790000,2015-11-29,"60 Djerral Avenue BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",519,"2015","11"
792000,2015-09-28,"15 Vantage Point Drive BURLEIGH HEADS","burleigh heads","QLD",3,2,4,"House",529,"2015","09"
255000,2015-09-04,"132/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","09"
227000,2015-08-20,"189/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","08"
215000,2015-09-29,"6/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","09"
225000,2015-09-20,"112/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","09"
584000,2015-07-29,"4/37 Wonga Street BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","07"
525000,2015-08-09,"21 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",4,2,4,"House",0,"2015","08"
750000,2015-08-24,"69 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",1019,"2015","08"
870000,2015-08-09,"3 Gabrielle Grove BURLEIGH HEADS","burleigh heads","QLD",6,3,2,"House",0,"2015","08"
735000,2015-10-13,"30 Lemana Lane BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",582,"2015","10"
739000,2015-10-06,"2/5 Cedar Court BURLEIGH HEADS","burleigh heads","QLD",4,2,1,"House",0,"2015","10"
484000,2015-09-24,"7 Tipu Rise BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",746,"2015","09"
475000,2015-08-05,"1/4 Tawarri Crescent BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"SemiDetached",122,"2015","08"
234000,2015-08-10,"78/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","08"
540000,2015-08-19,"5 Orchna Street BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",793,"2015","08"
555000,2015-09-19,"3 Ardisia Court BURLEIGH HEADS","burleigh heads","QLD",4,2,6,"House",800,"2015","09"
745000,2015-10-11,"69 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",4,3,3,"House",0,"2015","10"
655000,2015-09-13,"17 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",4,3,4,"House",0,"2015","09"
505000,2015-08-31,"22 Glauca Street BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",893,"2015","08"
5e+05,2015-10-08,"1 Wonga St BURLEIGH HEADS","burleigh heads","QLD",3,2,3,"House",0,"2015","10"
570000,2015-04-23,"2/22 View Street BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"SemiDetached",0,"2015","04"
1150000,2015-06-08,"8 Lemana Lane BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","06"
560000,2015-05-08,"89 Tabilban Street BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",506,"2015","05"
740000,2015-07-17,"6 Dulcie Dr BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",1564,"2015","07"
1350000,2015-05-04,"20 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",4,3,3,"House",607,"2015","05"
650000,2015-07-07,"26 Ferny Fairway BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","07"
642000,2015-06-21,"28 Banksia Broadway BURLEIGH HEADS","burleigh heads","QLD",3,1,3,"House",0,"2015","06"
505000,2015-05-04,"13 Tiarnna Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",683,"2015","05"
1550000,2015-07-17,"111 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",5,3,4,"House",0,"2015","07"
234000,2015-04-26,"7/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","04"
830000,2015-04-28,"25 Tawarri Cr BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",665,"2015","04"
485000,2015-06-17,"29 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","06"
295000,2015-05-19,"168/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2015","05"
593000,2015-06-13,"25 Banksia Broadway BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",0,"2015","06"
547000,2015-07-20,"5 Matthew Close BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2015","07"
441800,2015-06-22,"9 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2015","06"
737500,2015-07-07,"26 Ferny Fairway BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",769,"2015","07"
1020000,2015-07-17,"30 Mount Street BURLEIGH HEADS","burleigh heads","QLD",3,3,2,"House",531,"2015","07"
218000,2015-07-14,"33/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","07"
245000,2015-07-03,"36/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","07"
280000,2015-03-17,"144/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"House",0,"2015","03"
520000,2015-04-20,"6 Nathan Street BURLEIGH HEADS","burleigh heads","QLD",5,3,3,"House",410,"2015","04"
550000,2015-02-14,"68 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",672,"2015","02"
722000,2015-03-08,"6 Ladds Ridge Road BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",708,"2015","03"
488000,2015-04-06,"7 Sharscay Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","04"
484000,2015-02-22,"13 Arbury Hill Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",600,"2015","02"
770000,2015-03-06,"15 Symonds Road BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"SemiDetached",0,"2015","03"
409000,2015-04-12,"2/31 Tallebudgera Creek Road BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"Duplex",0,"2015","04"
705000,2015-02-25,"35 Acanthus Avenue BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",809,"2015","02"
810000,2015-04-22,"62 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","04"
532000,2015-03-17,"16 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",601,"2015","03"
260000,2015-03-29,"173/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","03"
655000,2015-03-08,"28 Djerall Avenue BURLEIGH HEADS","burleigh heads","QLD",5,2,1,"House",658,"2015","03"
7e+05,2015-03-15,"91 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",6,3,4,"House",539,"2015","03"
467000,2015-03-18,"1 Marlee Court BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2015","03"
226500,2015-04-16,"96/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","04"
465000,2015-04-08,"2/11 Banksia Broadway BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"Duplex",0,"2015","04"
765000,2015-03-26,"21 Deodar Drive BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"SemiDetached",0,"2015","03"
640000,2015-04-08,"122 Skyline Tce BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",1340,"2015","04"
692000,2015-04-23," BURLEIGH HEADS","burleigh heads","QLD",3,2,4,"House",0,"2015","04"
275000,2015-01-16,"157/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2015","01"
192000,2015-01-01,"39/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","01"
195000,2014-12-29,"38/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2014","12"
328000,2014-10-12,"42/18 Tallebudgera Creek Road BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"Villa",0,"2014","10"
720000,2014-12-02,"3/10a Anzac Parade BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2014","12"
525000,2014-10-23,"12 Ardisia Crt BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",0,"2014","10"
627000,2014-10-29,"3 Dapples Court BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",770,"2014","10"
6e+05,2014-10-21,"18 Gardenia Grove BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2014","10"
910000,2015-01-29,"120 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2015","01"
6e+05,2015-02-05,"47 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",0,"2015","02"
665000,2015-02-05,"1/22 View Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"SemiDetached",0,"2015","02"
751650,2015-01-07,"82 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",4,3,2,"House",0,"2015","01"
655000,2015-01-21,"1904 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",4,1,3,"House",0,"2015","01"
465000,2014-12-02,"5 Bunyip Street BURLEIGH HEADS","burleigh heads","QLD",2,1,3,"House",0,"2014","12"
230000,2014-12-01,"66/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2014","12"
2e+05,2015-01-01,"177/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","01"
615000,2014-12-05,"7 Ardisia Court BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",698,"2014","12"
210000,2015-02-01,"129/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2015","02"
285000,2014-12-23,"168/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2014","12"
510000,2015-01-30,"9 Quoll Close BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",641,"2015","01"
449000,2014-07-23,"1/1 Tiarnna Close BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"Duplex",0,"2014","07"
560000,2014-06-10,"4 Chloe Court BURLEIGH HEADS","burleigh heads","QLD",4,3,3,"House",1220,"2014","06"
708000,2014-07-20,"4 Dulcie Drive BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",1450,"2014","07"
457500,2014-06-04,"18 Matthew Close BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",600,"2014","06"
465000,2014-05-25,"26 Sirec Way BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2014","05"
765000,2014-08-17,"71 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",5,2,2,"House",0,"2014","08"
1085000,2014-06-19,"58 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",7,4,3,"House",607,"2014","06"
472000,2014-07-06,"41 Aruma Avenue BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",602,"2014","07"
517000,2014-07-04,"92 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",3,1,3,"House",511,"2014","07"
175000,2014-08-22,"2/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2014","08"
662500,2014-07-30,"24 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",5,2,3,"House",1025,"2014","07"
750000,2014-10-01,"24 Tabilban Street BURLEIGH HEADS","burleigh heads","QLD",5,4,2,"House",513,"2014","10"
690000,2014-08-21,"22 Sky Royal Terrace BURLEIGH HEADS","burleigh heads","QLD",5,3,2,"House",1034,"2014","08"
618000,2014-08-26,"3 Quoll Close BURLEIGH HEADS","burleigh heads","QLD",5,3,3,"House",671,"2014","08"
490000,2014-08-19,"15 Arbury Hill Close BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",603,"2014","08"
230000,2014-09-12,"57/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"House",0,"2014","09"
590000,2014-10-06,"13 Timbertop Mead BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",506,"2014","10"
535000,2014-09-30,"19 Page Parade BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2014","09"
435000,2014-07-06,"7/184 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",344,"2014","07"
180000,2013-12-30,"93/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2013","12"
898000,2014-02-01,"57 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",5,3,4,"House",0,"2014","02"
695000,2014-05-01,"148 Ocean Parade BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",710,"2014","05"
177000,2013-12-15,"47/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2013","12"
695000,2014-02-21,"8 Royal View Close BURLEIGH HEADS","burleigh heads","QLD",4,2,3,"House",0,"2014","02"
570000,2013-12-11,"22 Wairoo Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",939,"2013","12"
203000,2014-01-17,"73/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2014","01"
530000,2014-02-16,"22 Sirec Way BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",655,"2014","02"
562500,2014-02-18,"20 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",3,1,1,"House",607,"2014","02"
409000,2014-01-18,"2/9 Acanthus Avenue BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"Duplex",0,"2014","01"
395000,2014-04-10,"2 Cowell Drive BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"House",0,"2014","04"
960000,2014-02-10,"49 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",4,4,2,"House",1232,"2014","02"
460000,2014-03-23,"35 Bunyip Street BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2014","03"
613000,2014-02-23,"15 Skyline Terrace BURLEIGH HEADS","burleigh heads","QLD",5,3,2,"House",846,"2014","02"
187000,2014-02-26,"7/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",3,1,2,"House",0,"2014","02"
425000,2014-03-31,"11 Tillys Place BURLEIGH HEADS","burleigh heads","QLD",4,2,2,"House",0,"2014","03"
4e+05,2014-03-31,"1/11 Tabilban Street BURLEIGH HEADS","burleigh heads","QLD",3,NA,2,"House",0,"2014","03"
405000,2014-04-07,"2/11 Tabilban Street BURLEIGH HEADS","burleigh heads","QLD",3,NA,1,"House",0,"2014","04"
223000,2014-04-27,"146/3 Township Drive BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"House",0,"2014","04"
418000,2014-04-27,"9/184 West Burleigh Road BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"House",0,"2014","04"
751000,2023-11-20,"42/1969-1971 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","11"
570000,2023-12-12,"702/1855 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",1,1,1,"ApartmentUnitFlat",0,"2023","12"
1200000,2023-11-05,"34/136 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","11"
1800000,2023-12-03,"24/72 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"ApartmentUnitFlat",0,"2023","12"
680000,2023-10-30,"36/1911 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"ApartmentUnitFlat",0,"2023","10"
1240000,2023-12-05,"5/114 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","12"
8e+05,2023-10-31,"12/2 Stephens Street BURLEIGH HEADS","burleigh heads","QLD",2,2,2,"ApartmentUnitFlat",0,"2023","10"
1130000,2023-12-14,"2032/1 Ocean Street BURLEIGH HEADS","burleigh heads","QLD",2,2,2,"ApartmentUnitFlat",0,"2023","12"
8e+05,2023-10-29,"4/29 Julia Street BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"ApartmentUnitFlat",0,"2023","10"
1450000,2023-11-16,"14E/52 Goodwin Terrace BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","11"
4750000,2023-11-17,"33/106 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",3,3,3,"ApartmentUnitFlat",0,"2023","11"
1400000,2023-12-03,"2052/1 Ocean Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"ApartmentUnitFlat",0,"2023","12"
880000,2023-12-06,"401/29 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","12"
820000,2023-11-20,"5/1877 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"ApartmentUnitFlat",0,"2023","11"
1500000,2023-12-05,"12/60 Goodwin Terrace BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","12"
1200000,2023-11-28,"1035/2 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","11"
905000,2023-12-08,"17/7 First Avenue BURLEIGH HEADS","burleigh heads","QLD",3,2,1,"ApartmentUnitFlat",0,"2023","12"
7250000,2023-12-08,"5/50 Goodwin Terrace BURLEIGH HEADS","burleigh heads","QLD",3,4,2,"ApartmentUnitFlat",0,"2023","12"
1250000,2023-12-19,"3/21 East Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"ApartmentUnitFlat",0,"2023","12"
991500,2023-12-25,"33/1969-1971 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","12"
745000,2023-09-03,"10/1927 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"ApartmentUnitFlat",0,"2023","09"
1290000,2023-08-17,"3/1 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",3,2,3,"ApartmentUnitFlat",1014,"2023","08"
1175000,2023-09-09,"94/1969-1971 Gold Coast Highway BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","09"
829500,2023-09-14,"8/5 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",2,1,1,"ApartmentUnitFlat",0,"2023","09"
1267500,2023-08-17,"2004/220 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","08"
670990,2023-08-16,"3/6 Stephens Street BURLEIGH HEADS","burleigh heads","QLD",2,1,2,"ApartmentUnitFlat",0,"2023","08"
950000,2023-10-03,"8/34 Hill Avenue BURLEIGH HEADS","burleigh heads","QLD",2,2,2,"ApartmentUnitFlat",1215,"2023","10"
1800000,2023-10-16,"56/114 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,1,"ApartmentUnitFlat",0,"2023","10"
1270000,2023-10-22,"1025/1 Ocean Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"ApartmentUnitFlat",0,"2023","10"
1320000,2023-10-11,"118/72 The Esplanade BURLEIGH HEADS","burleigh heads","QLD",2,2,2,"ApartmentUnitFlat",0,"2023","10"
1450000,2023-09-18,"2078/1 Ocean Street BURLEIGH HEADS","burleigh heads","QLD",3,2,2,"ApartmentUnitFlat",0,"2023","09"
2.4e+07,2023-10-26,"Lot 1/10 Goodwin Terrace BURLEIGH HEADS","burleigh heads","QLD",4,4,4,"ApartmentUnitFlat",0,"2023","10"
