"price","dateSold","address","suburb","state","beds","baths","parking","propertyType","landSize"
"555000","2015-09-19","3 Ardisia Court BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","6","House","800"
"745000","2015-10-11","69 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","3","House","0"
"655000","2015-09-13","17 Cowell Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","4","House","0"
"505000","2015-08-31","22 Glauca Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","893"
"500000","2015-10-08","1 Wonga St BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","3","House","0"
"570000","2015-04-23","2/22 View Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","SemiDetached","0"
"1150000","2015-06-08","8 Lemana Lane BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"560000","2015-05-08","89 Tabilban Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","House","506"
"740000","2015-07-17","6 Dulcie Dr BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","House","1564"
"1350000","2015-05-04","20 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","3","House","607"
"650000","2015-07-07","26 Ferny Fairway BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"642000","2015-06-21","28 Banksia Broadway BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","3","House","0"
"505000","2015-05-04","13 Tiarnna Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","683"
"1550000","2015-07-17","111 Skyline Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","4","House","0"
"234000","2015-04-26","7/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"830000","2015-04-28","25 Tawarri Cr BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","665"
"485000","2015-06-17","29 Cowell Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"295000","2015-05-19","168/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"593000","2015-06-13","25 Banksia Broadway BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","1","House","0"
"547000","2015-07-20","5 Matthew Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","0"
"441800","2015-06-22","9 Cowell Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","0"
"737500","2015-07-07","26 Ferny Fairway BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","1","House","769"
"1020000","2015-07-17","30 Mount Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","2","House","531"
"218000","2015-07-14","33/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"245000","2015-07-03","36/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"280000","2015-03-17","144/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","House","0"
"520000","2015-04-20","6 Nathan Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","3","House","410"
"550000","2015-02-14","68 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","672"
"722000","2015-03-08","6 Ladds Ridge Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","708"
"488000","2015-04-06","7 Sharscay Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"484000","2015-02-22","13 Arbury Hill Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","600"
"770000","2015-03-06","15 Symonds Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","SemiDetached","0"
"409000","2015-04-12","2/31 Tallebudgera Creek Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","Duplex","0"
"705000","2015-02-25","35 Acanthus Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","1","House","809"
"810000","2015-04-22","62 Ocean Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"532000","2015-03-17","16 Cowell Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","601"
"260000","2015-03-29","173/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"655000","2015-03-08","28 Djerall Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","1","House","658"
"700000","2015-03-15","91 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","6","3","4","House","539"
"467000","2015-03-18","1 Marlee Court BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","0"
"226500","2015-04-16","96/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"465000","2015-04-08","2/11 Banksia Broadway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","Duplex","0"
"765000","2015-03-26","21 Deodar Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","SemiDetached","0"
"640000","2015-04-08","122 Skyline Tce BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","House","1340"
"692000","2015-04-23"," BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","4","House","0"
"275000","2015-01-16","157/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"192000","2015-01-01","39/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"195000","2014-12-29","38/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"328000","2014-10-12","42/18 Tallebudgera Creek Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","Villa","0"
"720000","2014-12-02","3/10a Anzac Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"525000","2014-10-23","12 Ardisia Crt BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","0"
"627000","2014-10-29","3 Dapples Court BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","770"
"600000","2014-10-21","18 Gardenia Grove BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"910000","2015-01-29","120 Ocean Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"600000","2015-02-05","47 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","House","0"
"665000","2015-02-05","1/22 View Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","SemiDetached","0"
"751650","2015-01-07","82 Ocean Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","2","House","0"
"655000","2015-01-21","1904 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","1","3","House","0"
"465000","2014-12-02","5 Bunyip Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","3","House","0"
"230000","2014-12-01","66/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"200000","2015-01-01","177/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"615000","2014-12-05","7 Ardisia Court BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","698"
"210000","2015-02-01","129/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"285000","2014-12-23","168/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"510000","2015-01-30","9 Quoll Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","641"
"449000","2014-07-23","1/1 Tiarnna Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","Duplex","0"
"560000","2014-06-10","4 Chloe Court BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","3","House","1220"
"708000","2014-07-20","4 Dulcie Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","1450"
"457500","2014-06-04","18 Matthew Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","600"
"465000","2014-05-25","26 Sirec Way BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"765000","2014-08-17","71 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","2","House","0"
"1085000","2014-06-19","58 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","7","4","3","House","607"
"472000","2014-07-06","41 Aruma Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","602"
"517000","2014-07-04","92 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","3","House","511"
"175000","2014-08-22","2/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"662500","2014-07-30","24 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","2","3","House","1025"
"750000","2014-10-01","24 Tabilban Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","4","2","House","513"
"690000","2014-08-21","22 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","2","House","1034"
"618000","2014-08-26","3 Quoll Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","3","House","671"
"490000","2014-08-19","15 Arbury Hill Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","603"
"690000","2014-08-21","22 Sky Royal Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","2","House","1034"
"230000","2014-09-12","57/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","House","0"
"590000","2014-10-06","13 Timbertop Mead BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","506"
"535000","2014-09-30","19 Page Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"435000","2014-07-06","7/184 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","House","344"
"180000","2013-12-30","93/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"898000","2014-02-01","57 Skyline Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","4","House","0"
"695000","2014-05-01","148 Ocean Parade BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","710"
"177000","2013-12-15","47/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"695000","2014-02-21","8 Royal View Close BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","3","House","0"
"570000","2013-12-11","22 Wairoo Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","939"
"203000","2014-01-17","73/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"530000","2014-02-16","22 Sirec Way BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","655"
"562500","2014-02-18","20 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","1","House","607"
"409000","2014-01-18","2/9 Acanthus Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","Duplex","0"
"395000","2014-04-10","2 Cowell Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","House","0"
"960000","2014-02-10","49 Skyline Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","4","2","House","1232"
"460000","2014-03-23","35 Bunyip Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"613000","2014-02-23","15 Skyline Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","5","3","2","House","846"
"187000","2014-02-26","7/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","House","0"
"425000","2014-03-31","11 Tillys Place BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","2","2","House","0"
"400000","2014-03-31","1/11 Tabilban Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","undefined","2","House","0"
"405000","2014-04-07","2/11 Tabilban Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","undefined","1","House","0"
"223000","2014-04-27","146/3 Township Drive BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","House","0"
"418000","2014-04-27","9/184 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","House","0"
"751000","2023-11-20","42/1969-1971 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"570000","2023-12-12","702/1855 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"1200000","2023-11-05","34/136 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1800000","2023-12-03","24/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"680000","2023-10-30","36/1911 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1240000","2023-12-05","5/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"800000","2023-10-31","12/2 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"1130000","2023-12-14","2032/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"800000","2023-10-29","4/29 Julia Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1450000","2023-11-16","14E/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"4750000","2023-11-17","33/106 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","3","ApartmentUnitFlat","0"
"1400000","2023-12-03","2052/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"880000","2023-12-06","401/29 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"820000","2023-11-20","5/1877 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1500000","2023-12-05","12/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1200000","2023-11-28","1035/2 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"905000","2023-12-08","17/7 First Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"7250000","2023-12-08","5/50 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","4","2","ApartmentUnitFlat","0"
"1250000","2023-12-19","3/21 East Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"991500","2023-12-25","33/1969-1971 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"745000","2023-09-03","10/1927 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1290000","2023-08-17","3/1 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","3","ApartmentUnitFlat","1014"
"1175000","2023-09-09","94/1969-1971 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"829500","2023-09-14","8/5 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1267500","2023-08-17","2004/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"670990","2023-08-16","3/6 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"950000","2023-10-03","8/34 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","1215"
"1800000","2023-10-16","56/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1270000","2023-10-22","1025/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1320000","2023-10-11","118/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"1450000","2023-09-18","2078/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"24000000","2023-10-26","Lot 1/10 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","4","4","ApartmentUnitFlat","0"
"1575000","2023-10-02","Level 11, 2111/2-14 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"765000","2023-09-08","321/15 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"740000","2023-10-03","316/15 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","131"
"1422160","2023-10-17","9/68 the Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1820000","2023-10-02","55/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"775000","2023-10-25","104/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","5000"
"715000","2023-10-24","2/10 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1300000","2023-09-05","1/59 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"895000","2023-06-26","36/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"2250000","2023-06-19","45/146 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"735000","2023-07-26","6/14 Brake Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"595000","2023-08-16","8/5 Fourth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"1110000","2023-05-28","2036/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1550000","2023-05-28","16/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","3","ApartmentUnitFlat","0"
"938000","2023-07-16","12/45 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"2550000","2023-05-20","26H/238 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1225000","2023-08-15","12/202 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"850000","2023-06-12","10/14 Brake Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1300000","2023-05-25","1502/6 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"850000","2023-06-27","2/9 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"695000","2023-08-14","6/1 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"2005000","2023-06-03","42/146 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"3500000","2023-06-01","12/29 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","4","ApartmentUnitFlat","0"
"4100000","2023-07-15","53 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","6","4","4","BlockOfUnits","405"
"955000","2023-07-13","3/22 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"3900000","2023-07-26","46 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","8","4","4","BlockOfUnits","612"
"1150000","2023-07-27","5/21 Hill Ave BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","809"
"755000","2023-07-12","5/23 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"800000","2023-05-18","12/2 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"965000","2023-03-08","7B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1205000","2023-03-10","10D/238 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"850000","2023-03-12","1/20 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"1135000","2023-03-12","30/70-72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"880000","2023-04-23","16/4 Park Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1550000","2023-04-11","51/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"970000","2023-03-16","8A/3 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1400000","2023-04-03","34/170-180 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"790000","2023-03-08","3/1881 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","1012"
"1450000","2023-03-24","4/59 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","ApartmentUnitFlat","0"
"1400000","2023-05-11","13B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"900000","2023-04-03","2047/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"767500","2023-05-03","5/1881 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"740000","2023-05-01","25/1880-1888 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"1225000","2023-04-18","Level 12, 12B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"813000","2023-04-13","9/1880-1888 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"1030000","2023-04-24","28/136 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"605000","2023-05-07","1/14 Beelyu Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","1055"
"910194","2023-05-02","2/22 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1180000","2023-02-02","2/21 East Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"965000","2023-01-31","6B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"705000","2023-01-30","3C/3 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1610000","2023-01-31","1/24 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"760000","2023-02-17","255/19 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"900000","2022-12-14","5A/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1105000","2022-12-14","10/100 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"565000","2023-02-16","34/5 Fourth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"975000","2023-02-16","3/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"650000","2023-02-02","402/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"1380000","2022-12-14","24/30 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"3950000","2023-01-15","33/106-108 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","3","ApartmentUnitFlat","0"
"1305000","2022-12-09","3/55 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"1275000","2022-12-21","2/28 East Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"650000","2022-12-20","215/19 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"777000","2023-02-02","1047/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","4776"
"1800000","2023-02-08","42/170-180 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"4500000","2023-02-11","51 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","8","4","4","BlockOfUnits","405"
"692000","2023-01-23","7/182 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"4000000","2023-03-01","902/112 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","2","ApartmentUnitFlat","0"
"940000","2022-10-27","2056/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"638000","2022-11-03","2203/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","5000"
"1595000","2022-11-03","7/106 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1790000","2022-11-02","12/194-198 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"810000","2022-11-27","3/29 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"820000","2022-11-14","9/19-23 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
