"price","dateSold","address","suburb","state","beds","baths","parking","propertyType","landSize"
"340000","2021-01-06","11/1197 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"790000","2021-01-14","10A/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"700000","2020-12-14","12D/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"500500","2020-12-17","15/1911 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","3378"
"1270000","2020-12-18","7/106 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"580000","2021-01-13","3/16 Djerral Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"485000","2020-12-18","2/1 East Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"615000","2021-01-07","17/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"580000","2020-12-13","7/6 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"435000","2020-12-16","24/1911 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","3378"
"520000","2021-01-18","6/10 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","809"
"337500","2020-12-25","302/1855 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"479000","2021-01-14","7/1881 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1500000","2021-01-10","12/100 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"615000","2021-01-20"," BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","810"
"407500","2021-01-17","1072/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"2465000","2021-01-22","5/44 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"430000","2021-01-03","5/1923 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"685000","2021-01-17","12/6 Fifth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"795000","2021-01-14","9E/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"2975000","2020-11-18","28/106 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","3","ApartmentUnitFlat","0"
"750000","2020-11-08","26/4 Park Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"840000","2020-12-06","2/21 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"605000","2020-11-10","6/30 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"465000","2020-12-08","6/30 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"590000","2020-11-12","5/5 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","369"
"479000","2020-10-29","5/141 George Street West BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"740000","2020-11-05","6E/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"475000","2020-12-03","2/6 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"430000","2020-11-25","202/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"580000","2020-11-23","12/1925 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"601000","2020-11-22","7/29 West Burleigh Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"695000","2020-11-15","11B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"515000","2020-11-11","5/20 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"565000","2020-11-23","1069/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"410000","2020-12-04","7/21 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"465000","2020-11-15","1/30 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1600000","2020-12-06","78/70-72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1040000","2020-11-29","106/45 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1000000","2020-12-03","18/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"752500","2020-10-20","13C/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"457000","2020-09-24","5/12-14 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"853500","2020-09-20","71/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"545000","2020-09-20","4/27 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"450000","2020-09-24","5/1927 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1675000","2020-10-06","20/106 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","274"
"440000","2020-09-29","12/1923 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"853000","2020-10-26","83/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"720000","2020-09-17","22/136 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"435000","2020-10-12","1034/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"770800","2020-09-15","51/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"430000","2020-10-21","11/1740 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"645000","2020-09-16","6/17 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1230000","2020-10-27","10/2 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","undefined","ApartmentUnitFlat","0"
"460000","2020-10-13","1008/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"508000","2020-10-28","7/2 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"599000","2020-10-27","3B/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"420000","2020-10-13","341/15 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"1350000","2020-09-28","27/146 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"549000","2020-10-26","24/1880 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"800000","2020-09-03","1/29 Cnr West Burleigh & Stephen Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"440000","2020-08-03","3/26 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"270000","2020-08-04","15/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"305000","2020-07-26","48/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"435000","2020-08-29","1/1881 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"630000","2020-07-23","8/24 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"950000","2020-08-10","2077/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"505000","2020-07-29","4/1880 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"308000","2020-09-03","30/5 Fourth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"2000000","2020-08-27","ONE Burleigh Headland Apartment 4 / 1 Nathan Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1900000","2020-08-04","6/64 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","undefined","ApartmentUnitFlat","0"
"620000","2020-08-31","5A/3 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"670000","2020-09-03","3/22 Ewart Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"535000","2020-08-24","2/34 Burleigh St BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"515000","2020-09-02","1/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"465000","2020-09-13","1024/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"430000","2020-08-16","26/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"565000","2020-09-15","8/18 Ikkina Road BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"627000","2020-09-06","1026/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"480000","2020-09-11","Unit 13/19-23 George St E BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"819900","2020-06-29","137/1969-1971 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","NewApartments","0"
"599900","2020-06-29","6/1969-1971 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","NewApartments","0"
"1066000","2020-05-31","18/170 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"685000","2020-07-20","10/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"462500","2020-05-14","601/220 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"410000","2020-05-19","10/1740 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"680000","2020-05-04","11 Southern Cross/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","3025"
"850000","2020-06-21","2091/2 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"705000","2020-05-26","27/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1950000","2020-05-28","8/64 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"525000","2020-07-16","8/1 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"445000","2020-05-20","6/1927 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"470000","2020-05-10","4 19-23 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"605000","2020-07-12","12/34 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"620000","2020-06-23","2071/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"520000","2020-07-08","1/37 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"920000","2020-05-31","1065/2-14 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"851000","2020-07-11","3/146 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"830000","2020-07-08","5/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"890000","2020-06-14","118/45 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"500000","2020-03-30","23/300 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"507500","2020-02-16","14/1880-1888 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"407000","2020-02-27","2026/2 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"460000","2020-02-27","5/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"440000","2020-03-03","2/14 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"1290000","2020-03-08","66/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"990000","2020-02-18","12/146 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"460000","2020-02-23","11/1925 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"480000","2020-04-21","39/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"452500","2020-04-23","18/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"432500","2020-03-08","2/1 Burrabee Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1250000","2020-03-17","49/70-72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"1030000","2020-03-13","21B/3 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"305000","2020-02-18","29/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"530000","2020-03-16","2012/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"472500","2020-04-20","12/19-23 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"770000","2020-04-20","12 Southern Cross/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","3025"
"490000","2020-04-07","12/11 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"435500","2020-04-07","44/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"610000","2020-04-16","3/18 Brake Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"447500","2020-02-12","254/19 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"857000","2020-01-12","1/28 East Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"587500","2020-01-15","1001/1855 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"755000","2020-01-18","75/45 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"885000","2020-01-27","5/30 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","231"
"305000","2020-01-15","17/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"708000","2020-02-05","14D/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1750000","2020-02-04","5/64 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","1011"
"457000","2020-01-14","4/21 Bullimah Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"300000","2020-01-23","21/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"1600000","2020-01-16","Element Apartment 18 - 106 to 108 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"590000","2020-01-05","2056/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"550000","2020-01-30","2055/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"570000","2020-02-10","7/31 Connor Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"492000","2020-01-31","27/19-23 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"3150000","2020-02-12","Element Apartment 35 106-108 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","3","3","ApartmentUnitFlat","0"
"376000","2020-02-14","6/1873 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"735250","2020-01-22","25/100 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"453247","2020-01-23","2/21 Bullimah Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"565000","2020-01-22","903/1855 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"540000","2019-11-26","33/136 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"460000","2020-01-05","6/30 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"506000","2019-12-12","17/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"499000","2019-12-05","232/19 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"775000","2019-12-02","48/114 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"440000","2019-12-11","3/141 George Street West BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"541000","2019-12-10","49/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"689000","2019-12-10","8C/3 Second Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"540000","2019-11-28","Lot 12/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"519000","2019-12-29","15/29a Paradise Grove Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"437000","2019-12-12","1/12 Stanley Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"417000","2019-12-19","36/1911 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"835000","2019-12-02","2/164 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"730000","2019-11-29","20/202 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1050000","2019-12-22","29/186 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"435000","2020-01-01","8/182 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","1012"
"832000","2020-01-02","Unit 3/1 Hill Ave BURLEIGH HEADS","BURLEIGH HEADS","QLD","4","3","3","ApartmentUnitFlat","0"
"590000","2019-12-10","6/136 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"840000","2019-12-05","5/96 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"1090000","2019-12-16","4/158 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","1","2","ApartmentUnitFlat","0"
"440000","2019-11-10","27/1941 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"490000","2019-09-30","5/2 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"520000","2019-10-02","103/1855 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"950000","2019-11-04","40/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"535000","2019-10-10","41/4 Park Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"472500","2019-10-29","Unit 3/7 Albert St BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"310000","2019-10-09","9/1849 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","801"
"268000","2019-11-03","14/1917 - 1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"593000","2019-10-13","2/17 George Street East BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"615000","2019-10-02","2/16 Djerral Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"670000","2019-10-21","10E/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"625000","2019-11-07","1/21 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"944000","2019-10-25","1201/29 Hill Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"830000","2019-11-15","23/60 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","1","ApartmentUnitFlat","0"
"495000","2019-10-29","12/2 Stephens Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"540000","2019-10-30","2061/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"491000","2019-11-19","6/6 Fifth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"1590000","2019-11-11","North Beach Apartment 4 Cnr Kratzmann Av & Burleigh Heads Esp BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"699000","2019-09-27","6/158 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"491000","2019-11-11","6/6 Fifth Avenue BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"300000","2019-08-19","9/1921 Gold Coast Highway BURLEIGH HEADS","BURLEIGH HEADS","QLD","1","1","1","ApartmentUnitFlat","0"
"600000","2019-09-01","38/29 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"715000","2019-09-01","11/202 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"625000","2019-08-20","7E/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"555000","2019-08-21","20/2 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"590000","2019-08-26","3/22 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"725000","2019-08-27","14a/52 Goodwin Terrace BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
"475000","2019-08-27","2018/1 Ocean Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","2","ApartmentUnitFlat","0"
"958000","2019-09-22","2/72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","3","2","2","ApartmentUnitFlat","0"
"310000","2019-09-01","7/14 Beelyu Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"410000","2019-09-26","237/19 Burleigh Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","2","ApartmentUnitFlat","0"
"477250","2019-09-05","1/7 Hayle Street BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","1","1","ApartmentUnitFlat","0"
"730000","2019-08-25","81/70-72 The Esplanade BURLEIGH HEADS","BURLEIGH HEADS","QLD","2","2","1","ApartmentUnitFlat","0"
